Number,X,Y,Al,Ti,Cr,Fe,Co,Ni,Cu,Zr,Mo,W,Mn,Si,Mg,Resistance,Thickness,Resistivity,Ex_resistivity,ravg,delta,dHmix,ENavg,dEN,N,Compo
48149,33,-27,3.5319204,0,0,0,0,6.4509031,7.1961244,82.821052,0,0,0,0,0,0.209,1225.4724,116.0240504,80.49499308,0.156495419,0.079284455,-21.23951436,1.418322523,0.200122971,4,Zr/Cu/Ni/Al
48150,33,-25,3.4655544,0,0,0,0,6.729534,7.5732626,82.231649,0,0,0,0,0,0.211997,1226.4726,117.7838558,82.47905836,0.156276708,0.080795869,-21.72547252,1.421902446,0.203751362,4,Zr/Cu/Ni/Al
48151,33,-23,3.4601821,0,0,0,0,6.9659276,8.0058403,81.56805,0,0,0,0,0,0.209,1225.4919,116.0258966,80.97697596,0.156043186,0.082298161,-22.24584578,1.42572418,0.207349993,4,Zr/Cu/Ni/Al
48152,33,-21,3.5158038,0,0,0,0,7.1600838,8.4938576,80.830255,0,0,0,0,0,0.212,1222.5303,117.4069199,82.645493,0.155794855,0.083787669,-22.79767672,1.429787728,0.210907244,4,Zr/Cu/Ni/Al
48153,33,-19,3.6324193,0,0,0,0,7.3120027,9.0373145,80.018264,0,0,0,0,0,0.217,1217.5879,119.6901082,85.24779198,0.155531713,0.085260619,-23.37756557,1.434093089,0.214411424,4,Zr/Cu/Ni/Al
48154,33,-17,3.8485025,0,0,0,0,7.395416,9.6707232,79.085358,0,0,0,0,0,0.218,1209.418,119.4348652,85.36316707,0.155244434,0.086730842,-24.00736618,1.438792338,0.217898626,4,Zr/Cu/Ni/Al
48155,33,-15,4.118308,0,0,0,0,7.4420018,10.352504,78.087186,0,0,0,0,0,0.218,1199.5061,118.4560254,84.78273919,0.154944129,0.088170763,-24.65073393,1.443704143,0.221292341,4,Zr/Cu/Ni/Al
48156,33,-13,4.4577854,0,0,0,0,7.5142761,11.007144,77.020794,0,0,0,0,0,0.225,1187.8962,121.0763202,87.82699539,0.154630309,0.089584995,-25.36806048,1.448805315,0.224544951,4,Zr/Cu/Ni/Al
48157,33,-11,4.7972628,0,0,0,0,7.5865504,11.661784,75.954403,0,0,0,0,0,0.227,1176.2862,120.9586862,88.13332243,0.15431649,0.090942678,-26.05723626,1.4539065,0.227636829,4,Zr/Cu/Ni/Al
48158,33,-9,5.1367401,0,0,0,0,7.6588248,12.316424,74.888011,0,0,0,0,0,0.23,1164.6762,121.3476133,88.94621088,0.15400267,0.092245858,-26.71826063,1.459007672,0.230574441,4,Zr/Cu/Ni/Al
48159,33,-7,5.4762175,0,0,0,0,7.7310991,12.971064,73.82162,0,0,0,0,0,0.233,1153.0663,121.7049949,89.72755349,0.153688851,0.093496363,-27.35113426,1.464108857,0.233363613,4,Zr/Cu/Ni/Al
48160,33,-5,5.8156949,0,0,0,0,7.8033735,13.625704,72.755228,0,0,0,0,0,0.24,1141.4563,124.0991289,92.54564894,0.153375031,0.094695831,-27.95585659,1.46921003,0.236009607,4,Zr/Cu/Ni/Al
48161,33,-3,6.1551722,0,0,0,0,7.8756478,14.280344,71.688836,0,0,0,0,0,0.24,1129.8464,122.8369006,91.70738202,0.153061211,0.095845726,-28.53242753,1.4743112,0.238517189,4,Zr/Cu/Ni/Al
48162,33,-1,6.4946496,0,0,0,0,7.9479222,14.934983,70.622445,0,0,0,0,0,0.243,1118.2364,123.0943447,92.38878709,0.152747391,0.096947359,-29.08084743,1.479412368,0.240890678,4,Zr/Cu/Ni/Al
48163,33,1,6.834127,0,0,0,0,8.0201965,15.589623,69.556053,0,0,0,0,0,0.252,1106.6264,126.3280433,96.04644715,0.152433571,0.098001909,-29.60111634,1.48451354,0.243134007,4,Zr/Cu/Ni/Al
48164,33,3,7.1736044,0,0,0,0,8.0924709,16.244263,68.489662,0,0,0,0,0,0.252,1095.0165,125.0027036,95.14506839,0.152119752,0.099010424,-30.09323472,1.489614727,0.245250747,4,Zr/Cu/Ni/Al
48165,33,5,7.5130817,0,0,0,0,8.1647452,16.898903,67.42327,0,0,0,0,0,0.261,1083.4065,128.0944007,98.66072694,0.151805932,0.099973845,-30.55720132,1.494715897,0.247244146,4,Zr/Cu/Ni/Al
48166,33,7,7.8525591,0,0,0,0,8.2370196,17.553543,66.356878,0,0,0,0,0,0.265,1071.7965,128.6638108,99.65409848,0.151492111,0.100893008,-30.99301709,1.49981707,0.249117167,4,Zr/Cu/Ni/Al
48167,33,9,8.1920365,0,0,0,0,8.3092939,18.208183,65.290487,0,0,0,0,0,0.267,1060.1866,128.2306295,99.64487808,0.151178293,0.101768652,-31.40068209,1.504918255,0.250872505,4,Zr/Cu/Ni/Al
48168,33,11,8.5315138,0,0,0,0,8.3815683,18.862823,64.224095,0,0,0,0,0,0.27,1048.5766,128.2514039,100.089614,0.150864472,0.102601434,-31.78019555,1.510019427,0.252512615,4,Zr/Cu/Ni/Al
48169,33,13,8.8709912,0,0,0,0,8.4538426,19.517463,63.157703,0,0,0,0,0,0.271,1036.9667,127.301143,99.56331444,0.150550652,0.103391926,-32.1315579,1.515120599,0.254039729,4,Zr/Cu/Ni/Al
48170,33,15,9.2104686,0,0,0,0,8.526117,20.172103,62.091312,0,0,0,0,0,0.278,1025.3567,129.1272707,101.8134031,0.150236834,0.104140626,-32.4547698,1.520221786,0.255455873,4,Zr/Cu/Ni/Al
48171,33,17,9.4823163,0,0,0,0,8.5734557,20.853088,61.09114,0,0,0,0,0,0.275,1015.3951,126.4928446,99.57813796,0.149936131,0.104846369,-32.68984996,1.52513913,0.256802733,4,Zr/Cu/Ni/Al
48172,33,19,9.6900319,0,0,0,0,8.586455,21.668909,60.054604,0,0,0,0,0,0.28,1005.2692,127.5083453,101.0099256,0.149614476,0.105600731,-32.83945102,1.530446308,0.258273851,4,Zr/Cu/Ni/Al
48173,33,21,9.7788739,0,0,0,0,8.5357656,22.73505,58.95031,0,0,0,0,0,0.287,994.83243,129.3391591,103.2889157,0.149253863,0.106466585,-32.85143774,1.536478066,0.260026798,4,Zr/Cu/Ni/Al
48174,33,23,9.7947274,0,0,0,0,8.4459439,23.95517,57.804159,0,0,0,0,0,0.295,984.20043,131.5236245,105.9412416,0.148869245,0.10736954,-32.77106608,1.542956184,0.261861097,4,Zr/Cu/Ni/Al
48175,33,25,9.7375923,0,0,0,0,8.3169898,25.329269,56.616149,0,0,0,0,0,0.302,973.37317,133.1632899,108.0684524,0.14846062,0.108298445,-32.59964285,1.549880634,0.263742163,4,Zr/Cu/Ni/Al
48176,33,27,9.6074686,0,0,0,0,8.1489032,26.857346,55.386282,0,0,0,0,0,0.30699949,962.35064,133.8348435,109.2472356,0.148027989,0.109241609,-32.33881788,1.55725142,0.265634097,4,Zr/Cu/Ni/Al
48177,35,-23,2.7296943,0,0,0,0,6.6914766,7.4169054,83.161924,0,0,0,0,0,0.209,1251.0083,118.4417128,82.77003092,0.156483764,0.080013577,-20.66627387,1.418730073,0.202174944,4,Zr/Cu/Ni/Al
48178,35,-21,2.785316,0,0,0,0,6.8856329,7.9049227,82.424128,0,0,0,0,0,0.21,1248.0467,118.7266826,83.34249485,0.156235431,0.08158438,-21.24919751,1.42279361,0.205959694,4,Zr/Cu/Ni/Al
48179,35,-19,2.9709023,0,0,0,0,6.9901648,8.5106117,81.528321,0,0,0,0,0,0.214,1240.8672,120.2921481,85.26276957,0.155955559,0.083176291,-21.91406586,1.427371966,0.209794611,4,Zr/Cu/Ni/Al
48180,35,-17,3.2407078,0,0,0,0,7.0367506,9.1923926,80.530149,0,0,0,0,0,0.214,1230.9554,119.3312784,84.70031174,0.155655254,0.084754188,-22.61942961,1.432283773,0.213580096,4,Zr/Cu/Ni/Al
48181,35,-15,3.5105133,0,0,0,0,7.0833363,9.8741736,79.531977,0,0,0,0,0,0.217,1221.0436,120.0298069,85.79725217,0.155354949,0.08627152,-23.30123555,1.43719558,0.217188591,4,Zr/Cu/Ni/Al
48182,35,-13,3.891109,0,0,0,0,7.1707713,10.512796,78.425324,0,0,0,0,0,0.223,1208.4314,122.0745316,88.28101664,0.155033154,0.087781425,-24.11970075,1.44240852,0.220666046,4,Zr/Cu/Ni/Al
48183,35,-11,4.2717046,0,0,0,0,7.2582063,11.151418,77.318671,0,0,0,0,0,0.226,1195.8192,122.4255781,89.0711029,0.154711358,0.089229221,-24.90714428,1.447621451,0.223968242,4,Zr/Cu/Ni/Al
48184,35,-9,4.6523002,0,0,0,0,7.3456413,11.79004,76.212019,0,0,0,0,0,0.23,1183.2071,123.2783477,90.36291198,0.154389563,0.090617394,-25.66356692,1.452834395,0.227102827,4,Zr/Cu/Ni/Al
48185,35,-7,5.0328958,0,0,0,0,7.4330764,12.428662,75.105366,0,0,0,0,0,0.235,1170.5949,124.6156801,92.13928411,0.154067767,0.09194816,-26.38896815,1.458047327,0.23007665,4,Zr/Cu/Ni/Al
48186,35,-5,5.4134914,0,0,0,0,7.5205114,13.067284,73.998713,0,0,0,0,0,0.24,1157.9828,125.89589,93.85853386,0.153745971,0.093223488,-27.083348,1.463260258,0.23289587,4,Zr/Cu/Ni/Al
48187,35,-3,5.7940871,0,0,0,0,7.6079464,13.705906,72.892061,0,0,0,0,0,0.238,1145.3706,123.4869859,91.88866909,0.153424176,0.094445136,-27.74670713,1.468473204,0.235566038,4,Zr/Cu/Ni/Al
48188,35,-1,6.1746827,0,0,0,0,7.6953814,14.344528,71.785408,0,0,0,0,0,0.24,1132.7584,123.1534932,91.99421628,0.15310238,0.095614676,-28.37904452,1.473686135,0.238092169,4,Zr/Cu/Ni/Al
48189,35,1,6.5552783,0,0,0,0,7.7828164,14.98315,70.678755,0,0,0,0,0,0.248,1120.1463,125.8417159,95.12147876,0.152780584,0.096733508,-28.98036069,1.478899065,0.240478802,4,Zr/Cu/Ni/Al
48190,35,3,6.9358739,0,0,0,0,7.8702515,15.621772,69.572103,0,0,0,0,0,0.249,1107.5341,124.9265239,94.64532609,0.152458789,0.097802884,-29.55065618,1.484112011,0.242730052,4,Zr/Cu/Ni/Al
48191,35,5,7.3164695,0,0,0,0,7.9576865,16.260394,68.46545,0,0,0,0,0,0.258,1094.922,127.9679138,98.12575585,0.152136993,0.09882392,-30.08992989,1.489324942,0.244849653,4,Zr/Cu/Ni/Al
48192,35,7,7.6970652,0,0,0,0,8.0451215,16.899016,67.358797,0,0,0,0,0,0.262,1082.3098,128.4550209,99.05190275,0.151815197,0.099797606,-30.5981825,1.494537874,0.246840996,4,Zr/Cu/Ni/Al
48193,35,9,8.0776608,0,0,0,0,8.1325565,17.537638,66.252145,0,0,0,0,0,0.266,1069.6976,128.8964214,99.93234262,0.151493402,0.100724823,-31.07541421,1.499750819,0.248707163,4,Zr/Cu/Ni/Al
48194,35,11,8.4582564,0,0,0,0,8.2199916,18.17626,65.145492,0,0,0,0,0,0.268,1057.0855,128.334408,99.80936905,0.151171606,0.101606348,-31.52162437,1.504963751,0.250450952,4,Zr/Cu/Ni/Al
48195,35,13,8.838852,0,0,0,0,8.3074266,18.814882,64.038839,0,0,0,0,0,0.272,1044.4733,128.6958221,100.609823,0.15084981,0.102442861,-31.93681316,1.510176682,0.252074901,4,Zr/Cu/Ni/Al
48196,35,15,9.2194476,0,0,0,0,8.3948616,19.453504,62.932186,0,0,0,0,0,0.276,1031.8611,129.0115296,101.3645702,0.150528014,0.103234957,-32.32098073,1.515389613,0.253581315,4,Zr/Cu/Ni/Al
48197,35,17,9.4912954,0,0,0,0,8.4422003,20.13449,61.932015,0,0,0,0,0,0.272,1021.8996,125.9143811,98.66658225,0.150227314,0.103978205,-32.57497231,1.520306991,0.255031269,4,Zr/Cu/Ni/Al
48198,35,19,9.7631432,0,0,0,0,8.489539,20.815475,60.931843,0,0,0,0,0,0.278,1011.938,127.4374001,100.5887622,0.149926612,0.104683255,-32.8052753,1.525224337,0.256378726,4,Zr/Cu/Ni/Al
48199,35,21,9.9343645,0,0,0,0,8.4829721,21.708286,59.874378,0,0,0,0,0,0.287,1001.7144,130.2338909,103.8113821,0.149592955,0.105486153,-32.91492197,1.530754697,0.257978751,4,Zr/Cu/Ni/Al
48200,35,23,9.9502179,0,0,0,0,8.3931504,22.928405,58.728226,0,0,0,0,0,0.294,991.0824,131.9943362,106.0396883,0.149208334,0.106443941,-32.85232368,1.537232782,0.259970165,4,Zr/Cu/Ni/Al
48201,37,-21,2.0933021,0,0,0,0,6.5849136,7.3505001,83.971284,0,0,0,0,0,0.21,1272.3164,121.0354591,85.04840016,0.156666684,0.079270269,-19.65991193,1.415951593,0.200715959,4,Zr/Cu/Ni/Al
48202,37,-19,2.3631076,0,0,0,0,6.6314993,8.0322811,82.973112,0,0,0,0,0,0.211,1262.4046,120.6644189,85.0757718,0.156366379,0.081003071,-20.42727151,1.420863399,0.204943319,4,Zr/Cu/Ni/Al
48203,37,-17,2.6329131,0,0,0,0,6.6780851,8.7140621,81.97494,0,0,0,0,0,0.214,1252.4928,121.419157,86.22892182,0.156066074,0.08266745,-21.17107353,1.425775208,0.208969807,4,Zr/Cu/Ni/Al
48204,37,-15,2.9027187,0,0,0,0,6.7246708,9.395843,80.976768,0,0,0,0,0,0.215,1242.581,121.0211765,86.22935319,0.155765769,0.084267059,-21.89131775,1.430687015,0.212806824,4,Zr/Cu/Ni/Al
48205,37,-13,3.3244326,0,0,0,0,6.8272665,10.018447,79.829854,0,0,0,0,0,0.22,1228.9666,122.4788114,88.14110625,0.155435997,0.085880476,-22.81474264,1.436011706,0.216528826,4,Zr/Cu/Ni/Al
48206,37,-11,3.7461464,0,0,0,0,6.9298622,10.641051,78.68294,0,0,0,0,0,0.224,1215.3523,123.3242286,89.44064168,0.155106225,0.087425438,-23.70415779,1.441336396,0.220059118,4,Zr/Cu/Ni/Al
48207,37,-9,4.1678603,0,0,0,0,7.0324579,11.263656,77.536026,0,0,0,0,0,0.227,1201.7379,123.57591,90.14644127,0.154776454,0.088904987,-24.55956419,1.446661107,0.223406795,4,Zr/Cu/Ni/Al
48208,37,-7,4.5895742,0,0,0,0,7.1350536,11.88626,76.389112,0,0,0,0,0,0.234,1188.1236,125.9434778,92.96812732,0.154446682,0.090321808,-25.38096029,1.451985798,0.226579941,4,Zr/Cu/Ni/Al
48209,37,-5,5.011288,0,0,0,0,7.2376493,12.508864,75.242199,0,0,0,0,0,0.236,1174.5092,125.5644296,93.04319681,0.154116912,0.091678282,-26.168347,1.457310501,0.229585798,4,Zr/Cu/Ni/Al
48210,37,-3,5.4330019,0,0,0,0,7.340245,13.131468,74.095285,0,0,0,0,0,0.233,1160.8948,122.5312852,90.4641707,0.15378714,0.092976526,-26.92172392,1.462635193,0.232430855,4,Zr/Cu/Ni/Al
48211,37,-1,5.8547158,0,0,0,0,7.4428407,13.754072,72.948371,0,0,0,0,0,0.241,1147.2805,125.252054,93.63905768,0.153457368,0.09421842,-27.64109125,1.467959884,0.235120951,4,Zr/Cu/Ni/Al
48212,37,1,6.2764296,0,0,0,0,7.5454364,14.376677,71.801457,0,0,0,0,0,0.246,1133.6661,126.3334829,95.17460469,0.153127597,0.095405639,-28.32644951,1.473284593,0.237661351,4,Zr/Cu/Ni/Al
48213,37,3,6.6981435,0,0,0,0,7.6480321,14.999281,70.654544,0,0,0,0,0,0.248,1120.0518,125.8310994,95.12633903,0.152797826,0.09653967,-28.97779805,1.478609298,0.240056801,4,Zr/Cu/Ni/Al
48214,37,5,7.1198574,0,0,0,0,7.7506278,15.621885,69.50763,0,0,0,0,0,0.254,1106.4374,127.3089001,97.05825793,0.152468054,0.097621842,-29.59513661,1.483933989,0.242311602,4,Zr/Cu/Ni/Al
48215,37,7,7.5415712,0,0,0,0,7.8532235,16.244489,68.360716,0,0,0,0,0,0.257,1092.823,127.2275465,97.4310225,0.152138282,0.09865333,-30.17846544,1.489258679,0.244429647,4,Zr/Cu/Ni/Al
48216,37,9,7.9632851,0,0,0,0,7.9558192,16.867093,67.213802,0,0,0,0,0,0.264,1079.2087,129.0647269,99.72232106,0.15180851,0.099635176,-30.72778481,1.49458337,0.246414463,4,Zr/Cu/Ni/Al
48217,37,11,8.384999,0,0,0,0,8.0584149,17.489698,66.066889,0,0,0,0,0,0.267,1065.5943,128.8846962,99.99640815,0.151478741,0.100568302,-31.24309566,1.499908094,0.248269248,4,Zr/Cu/Ni/Al
48218,37,13,8.8067128,0,0,0,0,8.1610106,18.112302,64.919975,0,0,0,0,0,0.269,1051.98,128.1911269,99.75695703,0.151148969,0.101453516,-31.72439572,1.505232784,0.24999689,4,Zr/Cu/Ni/Al
48219,37,15,9.2284267,0,0,0,0,8.2636063,18.734906,63.773061,0,0,0,0,0,0.273,1038.3656,128.4136354,100.4335838,0.150819197,0.102291523,-32.17168632,1.510557476,0.251600011,4,Zr/Cu/Ni/Al
48220,37,17,9.5002745,0,0,0,0,8.3109449,19.415891,62.772889,0,0,0,0,0,0.271,1028.404,126.2499603,98.66906958,0.150518494,0.103072827,-32.44458693,1.51547482,0.253155193,4,Zr/Cu/Ni/Al
48221,37,19,9.7721222,0,0,0,0,8.3582836,20.096877,61.772717,0,0,0,0,0,0.282,1018.4424,130.1019428,102.9202131,0.150217793,0.10381545,-32.69380059,1.520392183,0.254605928,4,Zr/Cu/Ni/Al
48222,37,21,10.04397,0,0,0,0,8.4056223,20.777862,60.772546,0,0,0,0,0,0.29,1008.4808,132.4841227,105.7015535,0.149917093,0.104519805,-32.91932679,1.525309543,0.255953988,4,Zr/Cu/Ni/Al
48223,39,-17,2.0251185,0,0,0,0,6.3194196,8.2357315,83.41973,0,0,0,0,0,0.213,1274.0302,122.9299,87.18039664,0.156476893,0.08046317,-19.66229788,1.41926663,0.204047984,4,Zr/Cu/Ni/Al
48224,39,-15,2.294924,0,0,0,0,6.3660053,8.9175124,82.421558,0,0,0,0,0,0.212,1264.1184,121.4008747,86.04978323,0.156176588,0.082150774,-20.42098014,1.424178435,0.208129483,4,Zr/Cu/Ni/Al
48225,39,-13,2.7577561,0,0,0,0,6.4837616,9.5240988,81.234383,0,0,0,0,0,0.2170005,1249.5019,122.8275693,87.94567445,0.15583884,0.083876548,-21.45318686,1.429614891,0.212118184,4,Zr/Cu/Ni/Al
48226,39,-11,3.2205883,0,0,0,0,6.601518,10.130685,80.047209,0,0,0,0,0,0.222,1234.8853,124.1874751,89.77477641,0.155501094,0.08552657,-22.44827783,1.43505136,0.215896401,4,Zr/Cu/Ni/Al
48227,39,-9,3.6834204,0,0,0,0,6.7192744,10.737271,78.860034,0,0,0,0,0,0.227,1220.2687,125.4814507,91.53794861,0.155163346,0.087104572,-23.40625208,1.440487811,0.219475004,4,Zr/Cu/Ni/Al
48228,39,-7,4.1462525,0,0,0,0,6.8370308,11.343858,77.672859,0,0,0,0,0,0.232,1205.6522,126.7092236,93.23491811,0.154825599,0.088613834,-24.32711085,1.44592428,0.222863614,4,Zr/Cu/Ni/Al
48229,39,-5,4.6090846,0,0,0,0,6.9547871,11.950444,76.485684,0,0,0,0,0,0.234,1191.0356,126.2521557,93.24704677,0.154487851,0.090057238,-25.21085258,1.451360729,0.226070766,4,Zr/Cu/Ni/Al
48230,39,-3,5.0719167,0,0,0,0,7.0725435,12.557031,75.298509,0,0,0,0,0,0.235,1176.4191,125.2356953,92.69978296,0.154150105,0.09143734,-26.05747898,1.456797198,0.22910409,4,Zr/Cu/Ni/Al
48231,39,-1,5.5347488,0,0,0,0,7.1902999,13.163617,74.111334,0,0,0,0,0,0.238,1161.8025,125.2585747,93.191859,0.153812356,0.092756395,-26.8669885,1.462233649,0.231970396,4,Zr/Cu/Ni/Al
48232,39,1,5.9975809,0,0,0,0,7.3080563,13.770203,72.92416,0,0,0,0,0,0.244,1147.186,126.800763,95.20324339,0.15347461,0.094016405,-27.63938223,1.467670113,0.234675809,4,Zr/Cu/Ni/Al
48233,39,3,6.4604131,0,0,0,0,7.4258126,14.37679,71.736985,0,0,0,0,0,0.246,1132.5694,126.2112688,95.08294582,0.153136863,0.09521915,-28.37466006,1.473106582,0.237225836,4,Zr/Cu/Ni/Al
48234,39,5,6.9232452,0,0,0,0,7.543569,14.983376,70.54981,0,0,0,0,0,0.256,1117.9528,129.6467503,98.98762392,0.152799115,0.096366202,-29.07282106,1.478543033,0.239625431,4,Zr/Cu/Ni/Al
48235,39,7,7.3860773,0,0,0,0,7.6613254,15.589962,69.362635,0,0,0,0,0,0.263,1103.3363,131.4503834,101.2604536,0.152461367,0.097458959,-29.7338659,1.483979483,0.241879076,4,Zr/Cu/Ni/Al
48236,39,9,7.8489094,0,0,0,0,7.7790818,16.196549,68.17546,0,0,0,0,0,0.262,1088.7197,129.2157863,99.49505309,0.152123621,0.098498656,-30.35779517,1.489415953,0.243990817,4,Zr/Cu/Ni/Al
48237,39,11,8.3117415,0,0,0,0,7.8968382,16.803135,66.988285,0,0,0,0,0,0.267,1074.1032,129.9138561,100.6623195,0.151785873,0.099486384,-30.94460764,1.494852403,0.245964303,4,Zr/Cu/Ni/Al
48238,39,13,8.7745736,0,0,0,0,8.0145945,17.409721,65.80111,0,0,0,0,0,0.27,1059.4866,129.585806,100.803466,0.151448124,0.100423099,-31.49430381,1.500288852,0.24780284,4,Zr/Cu/Ni/Al
48239,39,15,9.2374058,0,0,0,0,8.1323509,18.016308,64.613936,0,0,0,0,0,0.2700045,1044.8701,127.8001919,99.48704802,0.151110379,0.101309639,-32.00688513,1.505725336,0.249509416,4,Zr/Cu/Ni/Al
48240,39,17,9.5092535,0,0,0,0,8.1796896,18.697293,63.613764,0,0,0,0,0,0.277,1034.9085,129.8613535,101.9473706,0.150809677,0.102129614,-32.29869598,1.510642681,0.251172168,4,Zr/Cu/Ni/Al
48241,41,-11,2.6950301,0,0,0,0,6.2731739,9.6203189,81.411477,0,0,0,0,0,0.223,1254.4183,126.7200822,91.77827223,0.155895961,0.083527093,-21.13950341,1.428766309,0.21146511,4,Zr/Cu/Ni/Al
48242,41,-9,3.1989805,0,0,0,0,6.4060909,10.210887,80.184041,0,0,0,0,0,0.2275,1238.7996,127.6675898,93.21005475,0.155550238,0.085211471,-22.20363154,1.434314521,0.215294546,4,Zr/Cu/Ni/Al
48243,41,-7,3.7029308,0,0,0,0,6.539008,10.801456,78.956605,0,0,0,0,0,0.232,1223.1808,128.5514094,94.5781493,0.155204515,0.086820257,-23.22741934,1.439862749,0.218916484,4,Zr/Cu/Ni/Al
48244,41,-5,4.2068812,0,0,0,0,6.671925,11.392024,77.729169,0,0,0,0,0,0.232,1207.5621,126.9099465,93.4209614,0.154858791,0.088356961,-24.21086542,1.445410959,0.222341055,4,Zr/Cu/Ni/Al
48245,41,-3,4.7108315,0,0,0,0,6.8048421,11.982593,76.501733,0,0,0,0,0,0.232,1191.9433,125.2684731,92.26376296,0.154513068,0.089824674,-25.15397123,1.450959187,0.225577257,4,Zr/Cu/Ni/Al
48246,41,-1,5.2147819,0,0,0,0,6.9377591,12.573161,75.274298,0,0,0,0,0,0.2375,1176.3246,126.5578229,94.03738738,0.154167346,0.091226111,-26.05673569,1.45650741,0.228633082,4,Zr/Cu/Ni/Al
48247,41,1,5.7187323,0,0,0,0,7.0706762,13.16373,74.046862,0,0,0,0,0,0.243,1160.7058,127.7693338,95.7331732,0.153821623,0.092563676,-26.91915967,1.46205564,0.231515679,4,Zr/Cu/Ni/Al
48248,41,3,6.2226826,0,0,0,0,7.2035932,13.754298,72.819426,0,0,0,0,0,0.248,1145.087,128.6436539,97.09176836,0.153475899,0.093839486,-27.74124169,1.467603848,0.234231435,4,Zr/Cu/Ni/Al
48249,41,5,6.726633,0,0,0,0,7.3365103,14.344867,71.59199,0,0,0,0,0,0.253,1129.4683,129.4472324,98.3796218,0.153130177,0.095055419,-28.52298367,1.473152078,0.236786101,4,Zr/Cu/Ni/Al
48250,41,7,7.2305834,0,0,0,0,7.4694273,14.935435,70.364554,0,0,0,0,0,0.257,1113.8495,129.6754726,99.09213703,0.152784453,0.09621313,-29.26438387,1.478700287,0.239184829,4,Zr/Cu/Ni/Al
48251,41,9,7.7345337,0,0,0,0,7.6023444,15.526004,69.137118,0,0,0,0,0,0.261,1098.2308,129.8471222,99.74806154,0.15243873,0.097314086,-29.96544373,1.484248516,0.241432276,4,Zr/Cu/Ni/Al
48252,41,11,8.2384841,0,0,0,0,7.7352615,16.116572,67.909682,0,0,0,0,0,0.26499907,1082.612,129.9617014,100.3469158,0.152093006,0.098359574,-30.62616209,1.489796727,0.243532622,4,Zr/Cu/Ni/Al
48253,-41,-11,44.61358,30.57684,0,24.80957,0,0,0,0,0,0,0,0,0,1.067,627.8065,303.4508996,287.0421672,0.145930377,0.113032435,-26.39828812,1.667638577,0.093360507,3,Al/Ti/Fe
48254,-41,-9,43.96271,31.46006,0,24.57723,0,0,0,0,0,0,0,0,0,1.038,627.4893,295.0542537,278.3141449,0.146195341,0.113459932,-26.60872081,1.667215912,0.093022464,3,Al/Ti/Fe
48255,-41,-7,43.31184,32.34328,0,24.34488,0,0,0,0,0,0,0,0,0,1.05,627.4668,298.4545834,281.3830991,0.146460293,0.113853643,-26.80389267,1.666793064,0.092681244,3,Al/Ti/Fe
48256,-41,-5,42.66097,33.2265,0,24.11253,0,0,0,0,0,0,0,0,0,1.047,627.4443,297.5911845,280.1883247,0.146725244,0.114214258,-26.98380773,1.666370216,0.092336828,3,Al/Ti/Fe
48257,-41,-3,42.0101,34.10971,0,23.88019,0,0,0,0,0,0,0,0,0,1.051,627.4218,298.7174012,280.9831691,0.146990191,0.114542427,-27.1484635,1.665947389,0.091989191,3,Al/Ti/Fe
48258,-41,-1,41.35923,34.99293,0,23.64784,0,0,0,0,0,0,0,0,0,1.044,627.3993,296.7172057,278.6515981,0.147255143,0.11483875,-27.29786511,1.665524541,0.091638272,3,Al/Ti/Fe
48259,-41,1,40.70836,35.87615,0,23.41549,0,0,0,0,0,0,0,0,0,1.027,627.3768,291.875136,273.4781529,0.147520094,0.115103802,-27.43200991,1.665101693,0.091284044,3,Al/Ti/Fe
48260,-41,3,40.05749,36.75937,0,23.18315,0,0,0,0,0,0,0,0,0,1.025,627.3543,291.2962853,272.5679257,0.147785058,0.115338123,-27.55090219,1.664679028,0.090926486,3,Al/Ti/Fe
48261,-41,5,39.40662,37.64258,0,22.9508,0,0,0,0,0,0,0,0,0,1.021,627.3318,290.1491128,271.0893819,0.148049993,0.115542219,-27.65452716,1.664256018,0.090565525,3,Al/Ti/Fe
48262,-41,7,38.75575,38.5258,0,22.71845,0,0,0,0,0,0,0,0,0,1.015,627.3093,288.4336796,269.0425732,0.148314945,0.115716556,-27.74290172,1.66383317,0.090201139,3,Al/Ti/Fe
48263,-41,9,38.10488,39.40902,0,22.48611,0,0,0,0,0,0,0,0,0,1.01,627.2868,287.0025296,267.2800467,0.148579908,0.115861584,-27.81602384,1.663410505,0.0898333,3,Al/Ti/Fe
48264,-41,11,37.45401,40.29223,0,22.25376,0,0,0,0,0,0,0,0,0,1.013,627.2643,287.8446874,267.7908332,0.148844843,0.115977722,-27.87387883,1.662987495,0.089461933,3,Al/Ti/Fe
48265,-39,-17,46.04442,27.69892,0,26.25667,0,0,0,0,0,0,0,0,0,1.07,627.142,303.9819988,288.6050093,0.144935977,0.112138504,-25.56956383,1.670534727,0.09524439,3,Al/Ti/Fe
48266,-39,-15,45.40392,28.57942,0,26.01667,0,0,0,0,0,0,0,0,0,1.068,626.5301,303.1177685,287.4110062,0.145201702,0.112680227,-25.82503223,1.670094777,0.094917254,3,Al/Ti/Fe
48267,-39,-13,44.76342,29.45992,0,25.77667,0,0,0,0,0,0,0,0,0,1.061,625.9182,300.8369422,284.8004072,0.145467427,0.113185584,-26.06544437,1.669654827,0.094586941,3,Al/Ti/Fe
