Number,X,Y,Al,Ti,Cr,Fe,Co,Ni,Cu,Zr,Mo,W,Mn,Si,Mg,Resistance,Thickness,Resistivity,Ex_resistivity,ravg,delta,dHmix,ENavg,dEN,N,Compo
187,-27,7,0,0,0,0,100,0,0,0,0,0,0,0,0,0.152,114.1436364,7.859474228,1.619474228,0.125,0,0,1.88,0,1,Co
188,-27,9,0,0,0,0,100,0,0,0,0,0,0,0,0,0.152,114.0454545,7.852713815,1.612713815,0.125,0,0,1.88,0,1,Co
189,-27,11,0,0,0,0,100,0,0,0,0,0,0,0,0,0.152,113.9472727,7.845953409,1.605953409,0.125,0,0,1.88,0,1,Co
190,-27,13,0,0,0,0,100,0,0,0,0,0,0,0,0,0.151,113.8490909,7.787619365,1.547619365,0.125,0,0,1.88,0,1,Co
191,-27,15,0,0,0,0,100,0,0,0,0,0,0,0,0,0.152,113.7509091,7.832432597,1.592432597,0.125,0,0,1.88,0,1,Co
192,-27,17,0,0,0,0,100,0,0,0,0,0,0,0,0,0.151,113.6527273,7.774187506,1.534187506,0.125,0,0,1.88,0,1,Co
193,-27,19,0,0,0,0,100,0,0,0,0,0,0,0,0,0.152,113.5545455,7.818911785,1.578911785,0.125,0,0,1.88,0,1,Co
194,-27,21,0,0,0,0,100,0,0,0,0,0,0,0,0,0.151,113.4563636,7.760755639,1.520755639,0.125,0,0,1.88,0,1,Co
195,-27,23,0,0,0,0,100,0,0,0,0,0,0,0,0,0.151,113.3581818,7.75403971,1.51403971,0.125,0,0,1.88,0,1,Co
196,-27,25,0,0,0,0,100,0,0,0,0,0,0,0,0,0.151,113.26,7.74732378,1.50732378,0.125,0,0,1.88,0,1,Co
197,-27,27,0,0,0,0,100,0,0,0,0,0,0,0,0,0.152,113.1618182,7.791870154,1.551870154,0.125,0,0,1.88,0,1,Co
198,-27,29,0,0,0,0,100,0,0,0,0,0,0,0,0,0.152,113.0083534,7.781303182,1.541303182,0.125,0,0,1.88,0,1,Co
199,-27,31,0,0,0,0,100,0,0,0,0,0,0,0,0,0.151,112.8728246,7.720839821,1.480839821,0.125,0,0,1.88,0,1,Co
200,-27,33,0,0,0,0,100,0,0,0,0,0,0,0,0,0.152,112.7372959,7.762639246,1.522639246,0.125,0,0,1.88,0,1,Co
201,-25,-33,0,0,0,0,100,0,0,0,0,0,0,0,0,0.149,118.5830905,8.004002859,1.764002859,0.125,0,0,1.88,0,1,Co
202,-25,-31,0,0,0,0,100,0,0,0,0,0,0,0,0,0.147,118.4950245,7.890702176,1.650702176,0.125,0,0,1.88,0,1,Co
203,-25,-29,0,0,0,0,100,0,0,0,0,0,0,0,0,0.148,118.4069586,7.938476132,1.698476132,0.125,0,0,1.88,0,1,Co
204,-25,-27,0,0,0,0,100,0,0,0,0,0,0,0,0,0.147,118.3254545,7.879410341,1.639410341,0.125,0,0,1.88,0,1,Co
205,-25,-25,0,0,0,0,100,0,0,0,0,0,0,0,0,0.148,118.2636364,7.928867239,1.688867239,0.125,0,0,1.88,0,1,Co
206,-25,-23,0,0,0,0,100,0,0,0,0,0,0,0,0,0.147,118.1654545,7.868755781,1.628755781,0.125,0,0,1.88,0,1,Co
207,-25,-21,0,0,0,0,100,0,0,0,0,0,0,0,0,0.148,118.0672727,7.915702231,1.675702231,0.125,0,0,1.88,0,1,Co
208,-25,-19,0,0,0,0,100,0,0,0,0,0,0,0,0,0.148,117.9690909,7.90911973,1.66911973,0.125,0,0,1.88,0,1,Co
209,-25,-17,0,0,0,0,100,0,0,0,0,0,0,0,0,0.148,117.8709091,7.90253723,1.66253723,0.125,0,0,1.88,0,1,Co
210,-25,-15,0,0,0,0,100,0,0,0,0,0,0,0,0,0.148,117.7727273,7.895954729,1.655954729,0.125,0,0,1.88,0,1,Co
211,-25,-13,0,0,0,0,100,0,0,0,0,0,0,0,0,0.149,117.6745455,7.942678798,1.702678798,0.125,0,0,1.88,0,1,Co
212,-25,-11,0,0,0,0,100,0,0,0,0,0,0,0,0,0.149,117.5763636,7.936051814,1.696051814,0.125,0,0,1.88,0,1,Co
213,-25,-9,0,0,0,0,100,0,0,0,0,0,0,0,0,0.149,117.4781818,7.929424837,1.689424837,0.125,0,0,1.88,0,1,Co
214,-25,-7,0,0,0,0,100,0,0,0,0,0,0,0,0,0.149,117.38,7.92279786,1.68279786,0.125,0,0,1.88,0,1,Co
215,-25,-5,0,0,0,0,100,0,0,0,0,0,0,0,0,0.149,117.2818182,7.916170883,1.676170883,0.125,0,0,1.88,0,1,Co
216,-25,-3,0,0,0,0,100,0,0,0,0,0,0,0,0,0.149,117.1836364,7.909543906,1.669543906,0.125,0,0,1.88,0,1,Co
217,-25,-1,0,0,0,0,100,0,0,0,0,0,0,0,0,0.15,117.0854545,7.955956633,1.715956633,0.125,0,0,1.88,0,1,Co
218,-25,1,0,0,0,0,100,0,0,0,0,0,0,0,0,0.149,116.9872727,7.896289945,1.656289945,0.125,0,0,1.88,0,1,Co
219,-25,3,0,0,0,0,100,0,0,0,0,0,0,0,0,0.149,116.8890909,7.889662968,1.649662968,0.125,0,0,1.88,0,1,Co
220,-25,5,0,0,0,0,100,0,0,0,0,0,0,0,0,0.149,116.7909091,7.883035992,1.643035992,0.125,0,0,1.88,0,1,Co
221,-25,7,0,0,0,0,100,0,0,0,0,0,0,0,0,0.149,116.6927273,7.876409015,1.636409015,0.125,0,0,1.88,0,1,Co
222,-25,9,0,0,0,0,100,0,0,0,0,0,0,0,0,0.148,116.5945455,7.816964709,1.576964709,0.125,0,0,1.88,0,1,Co
223,-25,11,0,0,0,0,100,0,0,0,0,0,0,0,0,0.148,116.4963636,7.810382201,1.570382201,0.125,0,0,1.88,0,1,Co
224,-25,13,0,0,0,0,100,0,0,0,0,0,0,0,0,0.148,116.3981818,7.803799701,1.563799701,0.125,0,0,1.88,0,1,Co
225,-25,15,0,0,0,0,100,0,0,0,0,0,0,0,0,0.148,116.3,7.7972172,1.5572172,0.125,0,0,1.88,0,1,Co
226,-25,17,0,0,0,0,100,0,0,0,0,0,0,0,0,0.148,116.2018182,7.790634699,1.550634699,0.125,0,0,1.88,0,1,Co
227,-25,19,0,0,0,0,100,0,0,0,0,0,0,0,0,0.148,116.1036364,7.784052199,1.544052199,0.125,0,0,1.88,0,1,Co
228,-25,21,0,0,0,0,100,0,0,0,0,0,0,0,0,0.147,116.0054545,7.724919221,1.484919221,0.125,0,0,1.88,0,1,Co
229,-25,23,0,0,0,0,100,0,0,0,0,0,0,0,0,0.148,115.9072727,7.770887191,1.530887191,0.125,0,0,1.88,0,1,Co
230,-25,25,0,0,0,0,100,0,0,0,0,0,0,0,0,0.148,115.8090909,7.76430469,1.52430469,0.125,0,0,1.88,0,1,Co
231,-25,27,0,0,0,0,100,0,0,0,0,0,0,0,0,0.147,115.6018182,7.698040676,1.458040676,0.125,0,0,1.88,0,1,Co
232,-25,29,0,0,0,0,100,0,0,0,0,0,0,0,0,0.148,115.447041,7.740031417,1.500031417,0.125,0,0,1.88,0,1,Co
233,-25,31,0,0,0,0,100,0,0,0,0,0,0,0,0,0.148,115.3097624,7.73082771,1.49082771,0.125,0,0,1.88,0,1,Co
234,-25,33,0,0,0,0,100,0,0,0,0,0,0,0,0,0.148,115.1724838,7.721624004,1.481624004,0.125,0,0,1.88,0,1,Co
235,-23,-35,0,0,0,0,100,0,0,0,0,0,0,0,0,0.145,121.1904457,7.960394426,1.720394426,0.125,0,0,1.88,0,1,Co
236,-23,-33,0,0,0,0,100,0,0,0,0,0,0,0,0,0.145,121.1006299,7.954494875,1.714494875,0.125,0,0,1.88,0,1,Co
237,-23,-31,0,0,0,0,100,0,0,0,0,0,0,0,0,0.144,121.0108141,7.893777425,1.653777425,0.125,0,0,1.88,0,1,Co
238,-23,-29,0,0,0,0,100,0,0,0,0,0,0,0,0,0.144,120.9209982,7.887918555,1.647918555,0.125,0,0,1.88,0,1,Co
239,-23,-27,0,0,0,0,100,0,0,0,0,0,0,0,0,0.144,120.8381818,7.882516275,1.642516275,0.125,0,0,1.88,0,1,Co
240,-23,-25,0,0,0,0,100,0,0,0,0,0,0,0,0,0.144,120.7763636,7.87848375,1.63848375,0.125,0,0,1.88,0,1,Co
241,-23,-23,0,0,0,0,100,0,0,0,0,0,0,0,0,0.144,120.7145455,7.874451232,1.634451232,0.125,0,0,1.88,0,1,Co
242,-23,-21,0,0,0,0,100,0,0,0,0,0,0,0,0,0.144,120.6163636,7.86804663,1.62804663,0.125,0,0,1.88,0,1,Co
243,-23,-19,0,0,0,0,100,0,0,0,0,0,0,0,0,0.144,120.5181818,7.861642035,1.621642035,0.125,0,0,1.88,0,1,Co
244,-23,-17,0,0,0,0,100,0,0,0,0,0,0,0,0,0.145,120.42,7.9097877,1.6697877,0.125,0,0,1.88,0,1,Co
245,-23,-15,0,0,0,0,100,0,0,0,0,0,0,0,0,0.145,120.3218182,7.903338628,1.663338628,0.125,0,0,1.88,0,1,Co
246,-23,-13,0,0,0,0,100,0,0,0,0,0,0,0,0,0.146,120.2236364,7.951350864,1.711350864,0.125,0,0,1.88,0,1,Co
247,-23,-11,0,0,0,0,100,0,0,0,0,0,0,0,0,0.145,120.1254545,7.890440479,1.650440479,0.125,0,0,1.88,0,1,Co
248,-23,-9,0,0,0,0,100,0,0,0,0,0,0,0,0,0.146,120.0272727,7.938363762,1.698363762,0.125,0,0,1.88,0,1,Co
249,-23,-7,0,0,0,0,100,0,0,0,0,0,0,0,0,0.145,119.9290909,7.877542336,1.637542336,0.125,0,0,1.88,0,1,Co
250,-23,-5,0,0,0,0,100,0,0,0,0,0,0,0,0,0.145,119.8309091,7.871093264,1.631093264,0.125,0,0,1.88,0,1,Co
251,-23,-3,0,0,0,0,100,0,0,0,0,0,0,0,0,0.146,119.7327273,7.918883118,1.678883118,0.125,0,0,1.88,0,1,Co
252,-23,-1,0,0,0,0,100,0,0,0,0,0,0,0,0,0.146,119.6345455,7.91238957,1.67238957,0.125,0,0,1.88,0,1,Co
253,-23,1,0,0,0,0,100,0,0,0,0,0,0,0,0,0.145,119.5363636,7.851746043,1.611746043,0.125,0,0,1.88,0,1,Co
254,-23,3,0,0,0,0,100,0,0,0,0,0,0,0,0,0.146,119.4381818,7.899402468,1.659402468,0.125,0,0,1.88,0,1,Co
255,-23,5,0,0,0,0,100,0,0,0,0,0,0,0,0,0.145,119.34,7.8388479,1.5988479,0.125,0,0,1.88,0,1,Co
256,-23,7,0,0,0,0,100,0,0,0,0,0,0,0,0,0.145,119.2418182,7.832398828,1.592398828,0.125,0,0,1.88,0,1,Co
257,-23,9,0,0,0,0,100,0,0,0,0,0,0,0,0,0.145,119.1436364,7.825949757,1.585949757,0.125,0,0,1.88,0,1,Co
258,-23,11,0,0,0,0,100,0,0,0,0,0,0,0,0,0.145,119.0454545,7.819500679,1.579500679,0.125,0,0,1.88,0,1,Co
259,-23,13,0,0,0,0,100,0,0,0,0,0,0,0,0,0.145,118.9472727,7.813051607,1.573051607,0.125,0,0,1.88,0,1,Co
260,-23,15,0,0,0,0,100,0,0,0,0,0,0,0,0,0.145,118.8490909,7.806602536,1.566602536,0.125,0,0,1.88,0,1,Co
261,-23,17,0,0,0,0,100,0,0,0,0,0,0,0,0,0.144,118.7509091,7.746359302,1.506359302,0.125,0,0,1.88,0,1,Co
262,-23,19,0,0,0,0,100,0,0,0,0,0,0,0,0,0.144,118.6527273,7.739954707,1.499954707,0.125,0,0,1.88,0,1,Co
263,-23,21,0,0,0,0,100,0,0,0,0,0,0,0,0,0.144,118.5545455,7.733550112,1.493550112,0.125,0,0,1.88,0,1,Co
264,-23,23,0,0,0,0,100,0,0,0,0,0,0,0,0,0.144,118.4563636,7.72714551,1.48714551,0.125,0,0,1.88,0,1,Co
265,-23,25,0,0,0,0,100,0,0,0,0,0,0,0,0,0.145,118.2490909,7.767191536,1.527191536,0.125,0,0,1.88,0,1,Co
266,-23,27,0,0,0,0,100,0,0,0,0,0,0,0,0,0.144,118.0418182,7.700103885,1.460103885,0.125,0,0,1.88,0,1,Co
267,-23,29,0,0,0,0,100,0,0,0,0,0,0,0,0,0.144,117.8857286,7.689921848,1.449921848,0.125,0,0,1.88,0,1,Co
268,-23,31,0,0,0,0,100,0,0,0,0,0,0,0,0,0.144,117.7467002,7.680852747,1.440852747,0.125,0,0,1.88,0,1,Co
269,-23,33,0,0,0,0,100,0,0,0,0,0,0,0,0,0.145,117.6076717,7.725059916,1.485059916,0.125,0,0,1.88,0,1,Co
270,-23,35,0,0,0,0,100,0,0,0,0,0,0,0,0,0.145,117.4686432,7.715927829,1.475927829,0.125,0,0,1.88,0,1,Co
271,-21,-37,0,0,0,0,100,0,0,0,0,0,0,0,0,0.143,123.8013006,8.019724452,1.779724452,0.125,0,0,1.88,0,1,Co
272,-21,-35,0,0,0,0,100,0,0,0,0,0,0,0,0,0.141,123.7097349,7.901711897,1.661711897,0.125,0,0,1.88,0,1,Co
273,-21,-33,0,0,0,0,100,0,0,0,0,0,0,0,0,0.141,123.6181692,7.895863321,1.655863321,0.125,0,0,1.88,0,1,Co
274,-21,-31,0,0,0,0,100,0,0,0,0,0,0,0,0,0.14,123.5266036,7.8340572,1.5940572,0.125,0,0,1.88,0,1,Co
275,-21,-29,0,0,0,0,100,0,0,0,0,0,0,0,0,0.14,123.4350379,7.828250104,1.588250104,0.125,0,0,1.88,0,1,Co
276,-21,-27,0,0,0,0,100,0,0,0,0,0,0,0,0,0.14,123.3509091,7.822914655,1.582914655,0.125,0,0,1.88,0,1,Co
277,-21,-25,0,0,0,0,100,0,0,0,0,0,0,0,0,0.14,123.2890909,7.818994145,1.578994145,0.125,0,0,1.88,0,1,Co
278,-21,-23,0,0,0,0,100,0,0,0,0,0,0,0,0,0.14,123.2272727,7.815073635,1.575073635,0.125,0,0,1.88,0,1,Co
279,-21,-21,0,0,0,0,100,0,0,0,0,0,0,0,0,0.141,123.1654545,7.866947075,1.626947075,0.125,0,0,1.88,0,1,Co
280,-21,-19,0,0,0,0,100,0,0,0,0,0,0,0,0,0.141,123.0672727,7.860675909,1.620675909,0.125,0,0,1.88,0,1,Co
281,-21,-17,0,0,0,0,100,0,0,0,0,0,0,0,0,0.141,122.9690909,7.854404743,1.614404743,0.125,0,0,1.88,0,1,Co
282,-21,-15,0,0,0,0,100,0,0,0,0,0,0,0,0,0.141,122.8709091,7.848133577,1.608133577,0.125,0,0,1.88,0,1,Co
283,-21,-13,0,0,0,0,100,0,0,0,0,0,0,0,0,0.142,122.7727273,7.897478456,1.657478456,0.125,0,0,1.88,0,1,Co
284,-21,-11,0,0,0,0,100,0,0,0,0,0,0,0,0,0.142,122.6745455,7.891162814,1.651162814,0.125,0,0,1.88,0,1,Co
285,-21,-9,0,0,0,0,100,0,0,0,0,0,0,0,0,0.143,122.5763636,7.940374258,1.700374258,0.125,0,0,1.88,0,1,Co
286,-21,-7,0,0,0,0,100,0,0,0,0,0,0,0,0,0.142,122.4781818,7.878531522,1.638531522,0.125,0,0,1.88,0,1,Co
287,-21,-5,0,0,0,0,100,0,0,0,0,0,0,0,0,0.142,122.38,7.87221588,1.63221588,0.125,0,0,1.88,0,1,Co
288,-21,-3,0,0,0,0,100,0,0,0,0,0,0,0,0,0.142,122.2818182,7.865900238,1.625900238,0.125,0,0,1.88,0,1,Co
289,-21,-1,0,0,0,0,100,0,0,0,0,0,0,0,0,0.142,122.1836364,7.859584595,1.619584595,0.125,0,0,1.88,0,1,Co
290,-21,1,0,0,0,0,100,0,0,0,0,0,0,0,0,0.142,122.0854545,7.853268946,1.613268946,0.125,0,0,1.88,0,1,Co
291,-21,3,0,0,0,0,100,0,0,0,0,0,0,0,0,0.142,121.9872727,7.846953304,1.606953304,0.125,0,0,1.88,0,1,Co
292,-21,5,0,0,0,0,100,0,0,0,0,0,0,0,0,0.142,121.8890909,7.840637661,1.600637661,0.125,0,0,1.88,0,1,Co
293,-21,7,0,0,0,0,100,0,0,0,0,0,0,0,0,0.142,121.7909091,7.834322019,1.594322019,0.125,0,0,1.88,0,1,Co
294,-21,9,0,0,0,0,100,0,0,0,0,0,0,0,0,0.141,121.6927273,7.772879571,1.532879571,0.125,0,0,1.88,0,1,Co
295,-21,11,0,0,0,0,100,0,0,0,0,0,0,0,0,0.142,121.5945455,7.821690734,1.581690734,0.125,0,0,1.88,0,1,Co
296,-21,13,0,0,0,0,100,0,0,0,0,0,0,0,0,0.141,121.4963636,7.760337232,1.520337232,0.125,0,0,1.88,0,1,Co
297,-21,15,0,0,0,0,100,0,0,0,0,0,0,0,0,0.142,121.3981818,7.809059442,1.569059442,0.125,0,0,1.88,0,1,Co
298,-21,17,0,0,0,0,100,0,0,0,0,0,0,0,0,0.141,121.3,7.7477949,1.5077949,0.125,0,0,1.88,0,1,Co
299,-21,19,0,0,0,0,100,0,0,0,0,0,0,0,0,0.141,121.2018182,7.741523734,1.501523734,0.125,0,0,1.88,0,1,Co
300,-21,21,0,0,0,0,100,0,0,0,0,0,0,0,0,0.141,121.1036364,7.735252568,1.495252568,0.125,0,0,1.88,0,1,Co
301,-21,23,0,0,0,0,100,0,0,0,0,0,0,0,0,0.141,120.8963636,7.722013432,1.482013432,0.125,0,0,1.88,0,1,Co
302,-21,25,0,0,0,0,100,0,0,0,0,0,0,0,0,0.141,120.6890909,7.708774303,1.468774303,0.125,0,0,1.88,0,1,Co
303,-21,27,0,0,0,0,100,0,0,0,0,0,0,0,0,0.141,120.4818182,7.695535174,1.455535174,0.125,0,0,1.88,0,1,Co
304,-21,29,0,0,0,0,100,0,0,0,0,0,0,0,0,0.141,120.3244163,7.685481442,1.445481442,0.125,0,0,1.88,0,1,Co
305,-21,31,0,0,0,0,100,0,0,0,0,0,0,0,0,0.141,120.1836379,7.676489504,1.436489504,0.125,0,0,1.88,0,1,Co
306,-21,33,0,0,0,0,100,0,0,0,0,0,0,0,0,0.141,120.0428596,7.667497571,1.427497571,0.125,0,0,1.88,0,1,Co
307,-21,35,0,0,0,0,100,0,0,0,0,0,0,0,0,0.141,119.9020813,7.658505639,1.418505639,0.125,0,0,1.88,0,1,Co
308,-21,37,0,0,0,0,100,0,0,0,0,0,0,0,0,0.142,119.7613029,7.70376557,1.46376557,0.125,0,0,1.88,0,1,Co
309,-19,-37,0,0,0,0,100,0,0,0,0,0,0,0,0,0.139,126.3223397,7.954138764,1.714138764,0.125,0,0,1.88,0,1,Co
310,-19,-35,0,0,0,0,100,0,0,0,0,0,0,0,0,0.137,126.2290241,7.833899465,1.593899465,0.125,0,0,1.88,0,1,Co
311,-19,-33,0,0,0,0,100,0,0,0,0,0,0,0,0,0.137,126.1357086,7.828108211,1.588108211,0.125,0,0,1.88,0,1,Co
312,-19,-31,0,0,0,0,100,0,0,0,0,0,0,0,0,0.137,126.0423931,7.822316958,1.582316958,0.125,0,0,1.88,0,1,Co
313,-19,-29,0,0,0,0,100,0,0,0,0,0,0,0,0,0.136,125.9490776,7.759470773,1.519470773,0.125,0,0,1.88,0,1,Co
314,-19,-27,0,0,0,0,100,0,0,0,0,0,0,0,0,0.137,125.8636364,7.811223139,1.571223139,0.125,0,0,1.88,0,1,Co
315,-19,-25,0,0,0,0,100,0,0,0,0,0,0,0,0,0.137,125.8018182,7.807386639,1.567386639,0.125,0,0,1.88,0,1,Co
316,-19,-23,0,0,0,0,100,0,0,0,0,0,0,0,0,0.137,125.74,7.80355014,1.56355014,0.125,0,0,1.88,0,1,Co
317,-19,-21,0,0,0,0,100,0,0,0,0,0,0,0,0,0.137,125.6781818,7.799713641,1.559713641,0.125,0,0,1.88,0,1,Co
318,-19,-19,0,0,0,0,100,0,0,0,0,0,0,0,0,0.137,125.6163636,7.795877141,1.555877141,0.125,0,0,1.88,0,1,Co
319,-19,-17,0,0,0,0,100,0,0,0,0,0,0,0,0,0.137,125.5181818,7.789783881,1.549783881,0.125,0,0,1.88,0,1,Co
320,-19,-15,0,0,0,0,100,0,0,0,0,0,0,0,0,0.138,125.42,7.84050588,1.60050588,0.125,0,0,1.88,0,1,Co
321,-19,-13,0,0,0,0,100,0,0,0,0,0,0,0,0,0.139,125.3218182,7.891138927,1.651138927,0.125,0,0,1.88,0,1,Co
322,-19,-11,0,0,0,0,100,0,0,0,0,0,0,0,0,0.138,125.2236364,7.828230406,1.588230406,0.125,0,0,1.88,0,1,Co
323,-19,-9,0,0,0,0,100,0,0,0,0,0,0,0,0,0.139,125.1254545,7.878774494,1.638774494,0.125,0,0,1.88,0,1,Co
324,-19,-7,0,0,0,0,100,0,0,0,0,0,0,0,0,0.138,125.0272727,7.815954926,1.575954926,0.125,0,0,1.88,0,1,Co
325,-19,-5,0,0,0,0,100,0,0,0,0,0,0,0,0,0.138,124.9290909,7.809817189,1.569817189,0.125,0,0,1.88,0,1,Co
326,-19,-3,0,0,0,0,100,0,0,0,0,0,0,0,0,0.138,124.8309091,7.803679451,1.563679451,0.125,0,0,1.88,0,1,Co
327,-19,-1,0,0,0,0,100,0,0,0,0,0,0,0,0,0.138,124.7327273,7.797541714,1.557541714,0.125,0,0,1.88,0,1,Co
328,-19,1,0,0,0,0,100,0,0,0,0,0,0,0,0,0.139,124.6345455,7.847863426,1.607863426,0.125,0,0,1.88,0,1,Co
329,-19,3,0,0,0,0,100,0,0,0,0,0,0,0,0,0.139,124.5363636,7.841681207,1.601681207,0.125,0,0,1.88,0,1,Co
330,-19,5,0,0,0,0,100,0,0,0,0,0,0,0,0,0.138,124.4381818,7.779128497,1.539128497,0.125,0,0,1.88,0,1,Co
331,-19,7,0,0,0,0,100,0,0,0,0,0,0,0,0,0.139,124.34,7.82931678,1.58931678,0.125,0,0,1.88,0,1,Co
332,-19,9,0,0,0,0,100,0,0,0,0,0,0,0,0,0.138,124.2418182,7.766853023,1.526853023,0.125,0,0,1.88,0,1,Co
333,-19,11,0,0,0,0,100,0,0,0,0,0,0,0,0,0.139,124.1436364,7.816952353,1.576952353,0.125,0,0,1.88,0,1,Co
334,-19,13,0,0,0,0,100,0,0,0,0,0,0,0,0,0.138,124.0454545,7.754577543,1.514577543,0.125,0,0,1.88,0,1,Co
335,-19,15,0,0,0,0,100,0,0,0,0,0,0,0,0,0.138,123.9472727,7.748439806,1.508439806,0.125,0,0,1.88,0,1,Co
336,-19,17,0,0,0,0,100,0,0,0,0,0,0,0,0,0.138,123.8490909,7.742302069,1.502302069,0.125,0,0,1.88,0,1,Co
337,-19,19,0,0,0,0,100,0,0,0,0,0,0,0,0,0.138,123.7509091,7.736164331,1.496164331,0.125,0,0,1.88,0,1,Co
338,-19,21,0,0,0,0,100,0,0,0,0,0,0,0,0,0.138,123.5436364,7.723206886,1.483206886,0.125,0,0,1.88,0,1,Co
339,-19,23,0,0,0,0,100,0,0,0,0,0,0,0,0,0.138,123.3363636,7.710249434,1.470249434,0.125,0,0,1.88,0,1,Co
340,-19,25,0,0,0,0,100,0,0,0,0,0,0,0,0,0.138,123.1290909,7.697291989,1.457291989,0.125,0,0,1.88,0,1,Co
341,-19,27,0,0,0,0,100,0,0,0,0,0,0,0,0,0.138,122.9218182,7.684334543,1.444334543,0.125,0,0,1.88,0,1,Co
342,-19,29,0,0,0,0,100,0,0,0,0,0,0,0,0,0.137,122.7631039,7.618800991,1.378800991,0.125,0,0,1.88,0,1,Co
343,-19,31,0,0,0,0,100,0,0,0,0,0,0,0,0,0.138,122.6205757,7.665502669,1.425502669,0.125,0,0,1.88,0,1,Co
344,-19,33,0,0,0,0,100,0,0,0,0,0,0,0,0,0.138,122.4780475,7.656592661,1.416592661,0.125,0,0,1.88,0,1,Co
345,-19,35,0,0,0,0,100,0,0,0,0,0,0,0,0,0.137,122.3355193,7.592264663,1.352264663,0.125,0,0,1.88,0,1,Co
346,-19,37,0,0,0,0,100,0,0,0,0,0,0,0,0,0.138,122.1929911,7.638772646,1.398772646,0.125,0,0,1.88,0,1,Co
347,-17,-39,0,0,0,0,100,0,0,0,0,0,0,0,0,0.139,128.9384441,8.11886701,1.87886701,0.125,0,0,1.88,0,1,Co
348,-17,-37,0,0,0,0,100,0,0,0,0,0,0,0,0,0.135,128.8433787,7.879416824,1.639416824,0.125,0,0,1.88,0,1,Co
349,-17,-35,0,0,0,0,100,0,0,0,0,0,0,0,0,0.134,128.7483134,7.81528012,1.57528012,0.125,0,0,1.88,0,1,Co
350,-17,-33,0,0,0,0,100,0,0,0,0,0,0,0,0,0.134,128.653248,7.80950946,1.56950946,0.125,0,0,1.88,0,1,Co
351,-17,-31,0,0,0,0,100,0,0,0,0,0,0,0,0,0.133,128.5581826,7.745501943,1.505501943,0.125,0,0,1.88,0,1,Co
352,-17,-29,0,0,0,0,100,0,0,0,0,0,0,0,0,0.133,128.4631172,7.739774348,1.499774348,0.125,0,0,1.88,0,1,Co
353,-17,-27,0,0,0,0,100,0,0,0,0,0,0,0,0,0.133,128.3763636,7.734547531,1.494547531,0.125,0,0,1.88,0,1,Co
354,-17,-25,0,0,0,0,100,0,0,0,0,0,0,0,0,0.134,128.3145455,7.788949541,1.548949541,0.125,0,0,1.88,0,1,Co
355,-17,-23,0,0,0,0,100,0,0,0,0,0,0,0,0,0.133,128.2527273,7.727098567,1.487098567,0.125,0,0,1.88,0,1,Co
356,-17,-21,0,0,0,0,100,0,0,0,0,0,0,0,0,0.134,128.1909091,7.781444564,1.541444564,0.125,0,0,1.88,0,1,Co
357,-17,-19,0,0,0,0,100,0,0,0,0,0,0,0,0,0.134,128.1290909,7.777692076,1.537692076,0.125,0,0,1.88,0,1,Co
358,-17,-17,0,0,0,0,100,0,0,0,0,0,0,0,0,0.134,128.0672727,7.773939587,1.533939587,0.125,0,0,1.88,0,1,Co
359,-17,-15,0,0,0,0,100,0,0,0,0,0,0,0,0,0.135,127.9690909,7.825949754,1.585949754,0.125,0,0,1.88,0,1,Co
360,-17,-13,0,0,0,0,100,0,0,0,0,0,0,0,0,0.135,127.8709091,7.819945446,1.579945446,0.125,0,0,1.88,0,1,Co
361,-17,-11,0,0,0,0,100,0,0,0,0,0,0,0,0,0.135,127.7727273,7.813941138,1.573941138,0.125,0,0,1.88,0,1,Co
362,-17,-9,0,0,0,0,100,0,0,0,0,0,0,0,0,0.135,127.6745455,7.80793683,1.56793683,0.125,0,0,1.88,0,1,Co
363,-17,-7,0,0,0,0,100,0,0,0,0,0,0,0,0,0.135,127.5763636,7.801932516,1.561932516,0.125,0,0,1.88,0,1,Co
364,-17,-5,0,0,0,0,100,0,0,0,0,0,0,0,0,0.135,127.4781818,7.795928208,1.555928208,0.125,0,0,1.88,0,1,Co
365,-17,-3,0,0,0,0,100,0,0,0,0,0,0,0,0,0.135,127.38,7.7899239,1.5499239,0.125,0,0,1.88,0,1,Co
366,-17,-1,0,0,0,0,100,0,0,0,0,0,0,0,0,0.135,127.2818182,7.783919592,1.543919592,0.125,0,0,1.88,0,1,Co
367,-17,1,0,0,0,0,100,0,0,0,0,0,0,0,0,0.135,127.1836364,7.777915284,1.537915284,0.125,0,0,1.88,0,1,Co
368,-17,3,0,0,0,0,100,0,0,0,0,0,0,0,0,0.135,127.0854545,7.77191097,1.53191097,0.125,0,0,1.88,0,1,Co
369,-17,5,0,0,0,0,100,0,0,0,0,0,0,0,0,0.134,126.9872727,7.708381427,1.468381427,0.125,0,0,1.88,0,1,Co
370,-17,7,0,0,0,0,100,0,0,0,0,0,0,0,0,0.135,126.8890909,7.759902354,1.519902354,0.125,0,0,1.88,0,1,Co
371,-17,9,0,0,0,0,100,0,0,0,0,0,0,0,0,0.134,126.7909091,7.696461764,1.456461764,0.125,0,0,1.88,0,1,Co
372,-17,11,0,0,0,0,100,0,0,0,0,0,0,0,0,0.135,126.6927273,7.747893738,1.507893738,0.125,0,0,1.88,0,1,Co
